trade_id,timestamp,symbol,direction,volume,entry_price,stop_loss,take_profit,exit_price,closed_pnl,status,comment
POS_PAPER_20260410003927830380,2026-04-10T00:39:27.830435+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410003927833070,2026-04-10T00:39:27.833103+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410003927834026,2026-04-10T00:39:27.834058+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410003927834977,2026-04-10T00:39:27.835008+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410003927834977,2026-04-10T00:39:27.835126+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,1.261,49.99999999999449,closed,[PAPER MODE] test signal
POS_PAPER_20260410003927836048,2026-04-10T00:39:27.836081+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410004247486600,2026-04-10T00:42:47.486654+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410004247489310,2026-04-10T00:42:47.489344+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410004247490314,2026-04-10T00:42:47.490347+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410004247491312,2026-04-10T00:42:47.491344+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410004247491312,2026-04-10T00:42:47.491464+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,1.261,49.99999999999449,closed,[PAPER MODE] test signal
POS_PAPER_20260410004247492431,2026-04-10T00:42:47.492465+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005527960922,2026-04-10T00:55:27.960982+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005527965085,2026-04-10T00:55:27.965140+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005527966312,2026-04-10T00:55:27.966350+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005527967457,2026-04-10T00:55:27.967490+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005527967457,2026-04-10T00:55:27.967642+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,1.261,49.99999999999449,closed,[PAPER MODE] test signal
POS_PAPER_20260410005527968717,2026-04-10T00:55:27.968752+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005557241777,2026-04-10T00:55:57.241828+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005557244463,2026-04-10T00:55:57.244496+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005557245459,2026-04-10T00:55:57.245490+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005557246452,2026-04-10T00:55:57.246484+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005557246452,2026-04-10T00:55:57.246610+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,1.261,49.99999999999449,closed,[PAPER MODE] test signal
POS_PAPER_20260410005557247567,2026-04-10T00:55:57.247605+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005624683531,2026-04-10T00:56:24.683582+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005624686237,2026-04-10T00:56:24.686271+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005624687247,2026-04-10T00:56:24.687280+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005624688249,2026-04-10T00:56:24.688281+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005624688249,2026-04-10T00:56:24.688401+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,1.261,49.99999999999449,closed,[PAPER MODE] test signal
POS_PAPER_20260410005624689373,2026-04-10T00:56:24.689406+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005652130795,2026-04-10T00:56:52.130848+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005652133476,2026-04-10T00:56:52.133509+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005652134473,2026-04-10T00:56:52.134504+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005652135463,2026-04-10T00:56:52.135494+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005652135463,2026-04-10T00:56:52.135619+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,1.261,49.99999999999449,closed,[PAPER MODE] test signal
POS_PAPER_20260410005652136574,2026-04-10T00:56:52.136612+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005719970709,2026-04-10T00:57:19.970765+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005719973672,2026-04-10T00:57:19.973706+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005719974744,2026-04-10T00:57:19.974775+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005719975794,2026-04-10T00:57:19.975826+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410005719975794,2026-04-10T00:57:19.975948+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,1.261,49.99999999999449,closed,[PAPER MODE] test signal
POS_PAPER_20260410005719976959,2026-04-10T00:57:19.976991+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410010656846331,2026-04-10T01:06:56.846383+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
POS_PAPER_20260410010656848867,2026-04-10T01:06:56.848899+00:00,GBPUSD,long,0.5,1.26,1.258,1.262,,0.0,open,[PAPER MODE] test signal
